id,yrday0_gmt,lat_start,lon_start,btm_depth_start,start_date,drogue_depth_start,drogue_depth_end,droguedia,project,institute,pi,vessel,type,manufacturer,communication,accuracy,sn,yeardays,notes ,,,,,,,,,,,,,,,,,,,,,
190440693,nan,4454.02,6840.02,nan,nan,0,-0.5,0.25,null,UMAINE_GH,Hillyer,,Bucket,UMAINE_GH,GLOBALSTAR,null,1356838,nan,,,,,,,,,,,,,,,,,,,,,,
190451702,nan,4554.74,17053.41,nan,nan,-11.5,-14.5,-13,null,University_Otago,Smith,??,drogue,University_Otago,GLOBALSTAR,null,1375818,nan,,,,,,,,,,,,,,,,,,,,,,
190451703,nan,4554.76,17053.35,nan,nan,-11.5,-14.5,-13,null,University_Otago,Smith,??,drogue,University_Otago,GLOBALSTAR,null,1375943,nan,,,,,,,,,,,,,,,,,,,,,,
190451704,nan,4554.76,17053.36,nan,nan,-11.5,-14.5,-13,null,University_Otago,Smith,??,drogue,University_Otago,GLOBALSTAR,null,1376290,nan,,,,,,,,,,,,,,,,,,,,,,
190451705,nan,4554.76,17053.41,nan,nan,-11.5,-14.5,-13,null,University_Otago,Smith,??,drogue,University_Otago,GLOBALSTAR,null,1375573,nan,,,,,,,,,,,,,,,,,,,,,,
190451706,nan,4554.67,17053.63,nan,nan,-11.5,-14.5,-13,null,University_Otago,Smith,??,drogue,University_Otago,GLOBALSTAR,null,1374121,nan,,,,,,,,,,,,,,,,,,,,,,
193410691,nan,2946.72,8820.33,nan,nan,-0.5,-1.5,1,null,Principia_College,Farson,R/V Jim Franks,Irina,Principia_College,GLOBALSTAR,null,1375997,nan,193410691 went silent 5/28193410693 went silent 5/26,,,,,,,,,,,,,,,,,,,,,
193410693,nan,2946.74,8820.35,nan,nan,-0.5,-1.5,1,null,Principia_College,Farson,R/V Jim Franks,Irina,Principia_College,GLOBALSTAR,null,1374547,nan,193410691 went silent 5/28193410693 went silent 5/26,,,,,,,,,,,,,,,,,,,,,
193420701,nan,4259.89,7027.19,nan,nan,-0.5,-1.5,1,null,Meridian_Academy_High,Greenwood,Jeff White,Irina,Meridian_Academy_High,GLOBALSTAR,null,1329326,nan,193420701 died 12/31 mid-ocean193420702 died 10/27 SE of Grand Banks,,,,,,,,,,,,,,,,,,,,,
193420702,nan,4301.03,7028.72,nan,nan,-0.5,-1.5,1,null,Meridian_Academy_High,Greenwood,Jeff White,Irina,Meridian_Academy_High,GLOBALSTAR,null,1328941,nan,193420701 died 12/31 mid-ocean193420702 died 10/27 SE of Grand Banks,,,,,,,,,,,,,,,,,,,,,
196320641,nan,3222.35,6455.13,nan,nan,-0.5,-1.5,1,null,Waterstart,Fox,Polaris,Irina,Waterstart,GLOBALSTAR,null,1329017,nan,196320641 made several loops around Bermuda evidently stuck in the triangle for nearly a year,,,,,,,,,,,,,,,,,,,,,
196390731,nan,4029.99,7400.69,nan,nan,-0.5,-1.5,1,null,SHCSH,Frank,??,Irina,SHCSH,GLOBALSTAR,null,1379437,nan,not processed by NOAA,,,,,,,,,,,,,,,,,,,,,
196410711,nan,3801.6,7430.36,nan,nan,-0.5,-1.5,1,null,Falmouth_MA_High_School,Milliken,F/V Kathy Ann,Irina,Falmouth_MA_High_School,GLOBALSTAR,null,3329709,nan,196410711 died late August beyond Grand banks,,,,,,,,,,,,,,,,,,,,,
196410721,nan,4119,7203.63,nan,nan,0,-0.5,0.25,null,Waterford CT  High,O'Conner,Envirolab II - Project Oceanology,Bucket,Waterford CT  High,GLOBALSTAR,null,373510,nan,194410721 oscillated with the tide for a few days west of Block Island until 15 April when it washed up on Sand Hill Cove Beach in Pt Judith,,,,,,,,,,,,,,,,,,,,,
196430861,nan,4311.2,8628.31,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,R/V Connecticut,Irina,GLERL,GLOBALSTAR,null,1354816,nan,,,,,,,, still going in January 2020,,,,,,,,,,,,,,
196440671,nan,4442.59,6624.13,nan,nan,-0.5,-1.5,1,null,ECOHAB,McGillicuddy,,Irina,ECOHAB,GLOBALSTAR,null,1367258,nan,,,,,,,,,,,,,,,,,,,,,,
196440672,nan,4442.32,6624.22,nan,nan,-8.5,-11.5,-10,null,ECOHAB,Mcgillicuddy,,drogue,ECOHAB,GLOBALSTAR,null,1377555,nan,,,,,,,,,,,,,,,,,,,,,,
196440673,nan,4445.3,6629.01,nan,nan,-0.5,-1.5,1,null,ECOHAB,McGillicuddy,,Irina,ECOHAB,GLOBALSTAR,null,1367684,nan,,,,,,,,,,,,,,,,,,,,,,
196440674,nan,4445.34,6628.69,nan,nan,-8.5,-11.5,-10,null,ECOHAB,McGillicuddy,,drogue,ECOHAB,GLOBALSTAR,null,1375683,nan,,,,,,,,,,,,,,,,,,,,,,
197440671,nan,4442.01,6624.96,nan,nan,-8.5,-11.5,-10,null,ECOHAB,McGillicuddy,,drogue,ECOHAB,GLOBALSTAR,null,1356422,nan,197440671 drogued landed on Cape Cod in Oct Northeaster but never found,,,,,,,,,,,,,,,,,,,,,
197440672,nan,4444.73,6629.15,nan,nan,-8.5,-11.5,-10,null,ECOHAB,McGillicuddy,,drogue,ECOHAB,GLOBALSTAR,null,1376563,nan,197440672 drogued came ashore near Cape Chignecto (West Advocate Nova Scotia)  recovered drogueless by Doug Morris and Susan Clarke who will mail back transmitter to Erin,,,,,,,,,,,,,,,,,,,,,
197440673,nan,4422.75,6657.6,nan,nan,-8.5,-11.5,-10,null,ECOHAB,McGillicuddy,,drogue,ECOHAB,GLOBALSTAR,null,1376941,nan,drogued deployed south of Grand Manan made it to the Gulf Stream  and died in mid-December,,,,,,,,,,,,,,,,,,,,,
197440674,nan,4442.07,6624.87,nan,nan,-0.5,-1.5,1,null,ECOHAB,McGillicuddy,,Irina,ECOHAB,GLOBALSTAR,null,1377494,nan,recovered by Acadia Univ in October,,,,,,,,,,,,,,,,,,,,,
197440675,nan,4444.79,6629.08,nan,nan,-0.5,-1.5,1,null,ECOHAB,McGillicuddy,,Irina,ECOHAB,GLOBALSTAR,null,1348191,nan,made it all the way to Grand Banks still going in January 2020,,,,,,,,,,,,,,,,,,,,,
198390691,nan,3931.18,6951.98,nan,nan,-0.5,-1.5,1,null,StaceyNSF,Strong,R/V Thompson,Irina,StaceyNSF,GLOBALSTAR,null,1351628,nan,198390691 big loop in a Gulf Stream ring then died south of the Scotian Shelf in mid-Novemebr,,,,,,,,,,,,,,,,,,,,,
199410701,nan,3917.32,7107.42,nan,nan,-0.5,-1.5,1,null,US_Naval_Sea_Cadets,Thiede,,Irina,US_Naval_Sea_Cadets,GLOBALSTAR,null,3336299,nan,With spars secured well with stays and additional flotation it got caught Gulf Stream but then started intermittent reports until ,,,,,,,,,,,,,,,,,,,,,
199410811,nan,4143.72,8141.72,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,,Eddie,GLERL,GLOBALSTAR,null,1352220,nan,died offshore after a few weeks,,,,,,,,,,,,,,,,,,,,,
199410812,nan,4139.87,8139.93,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,,Eddie,GLERL,GLOBALSTAR,null,1368848,nan, long distance alongshore and died in mid-December,,,,,,,,,,,,,,,,,,,,,
199410813,nan,4136.07,8138.05,nan,nan,-0.5,-1.5,1,null,GLERL,Ruberg,,Eddie,GLERL,GLOBALSTAR,null,1350740,nan,,,,,,,,,,,,,,,,,,,,,,
199450641,nan,4518.57,6413.95,nan,nan,-3.5,-6.5,-5,null,Acadia_Univ,Sanderson,??,drogue,Acadia_Univ,GLOBALSTAR,null,1368875,nan,Other instruments as deep as 23.3m oscillated in the big tide for weeks before grounding in early October 2019 near Halls Harbor,,,,,,,,,,,,,,,,,,,,,
200420701,nan,4249.05,6917.29,nan,nan,-0.5,-1.5,1,null,Governors Academy,Knight,F/V Lady Rebecca,Irina,Governors Academy,GLOBALSTAR,null,3336391,nan,,,,,,,,,,,,,,,,,,,,,,
201451701,nan,4552.78,17059.98,nan,nan,-11.5,-14.5,-13,null,University_Otago,Smith,,drogue,University_Otago,GLOBALSTAR,null,1374324,nan,caught in fishing net 27 June and brought ashore (drogue cut free),,,,,,,,,,,,,,,,,,,,,
201451702,nan,4552.31,17046.49,nan,nan,-11.5,-14.5,-13,null,University_Otago,Smith,,drogue,University_Otago,GLOBALSTAR,null,1375818,nan,decommissioned Sept 2020,,,,,,,,,,,,,,,,,,,,,
201451703,nan,4558.13,17101.19,nan,nan,-11.5,-14.5,-13,null,University_Otago,Smith,,drogue,University_Otago,GLOBALSTAR,null,1375943,nan,decommissioned Sept 2020,,,,,,,,,,,,,,,,,,,,,
201451704,nan,4553.3,17054.85,nan,nan,-11.5,-14.5,-13,null,University_Otago,Smith,,drogue,University_Otago,GLOBALSTAR,null,1376290,nan,decommissioned Sept 2020,,,,,,,,,,,,,,,,,,,,,
201451705,nan,4557.61,17100.44,nan,nan,-11.5,-14.5,-13,null,University_Otago,Smith,,drogue,University_Otago,GLOBALSTAR,null,1375573,nan,decommissioned Sept 2020,,,,,,,,,,,,,,,,,,,,,
201451706,nan,4557.99,17101.27,nan,nan,-11.5,-14.5,-13,null,University_Otago,Smith,,drogue,University_Otago,GLOBALSTAR,null,1374121,nan,decommissioned Sept 2020,,,,,,,,,,,,,,,,,,,,,
202430702,nan,4309.78,7003.77,nan,nan,-0.5,-1.5,1,null,Southern_Maine_Community_College,Tarbox,Captain B (Jeff Putnam),Eddie,Southern_Maine_Community_College,GLOBALSTAR,null,3334425,nan,202430702 Off Georges in June 2020  picked out of the water by tuna fisherman Greg Mayer on F/V Fishin Frenzy out of Oregon Inlet in N. Carolina in Sept 2020 put back a week later  and died mid-November 2020 near NE Seamounts,,,,,,,,,,,,,,,,,,,,,
203400671,nan,4131.46,7040.16,nan,nan,-3.5,-6.5,-5,null,WHOI,Hernandez,??,drogue,WHOI,GLOBALSTAR,null,1377569,nan,,,,,,,,,,,,,,,,,,,,,,
203400672,nan,4131.46,7040.15,nan,nan,-3.5,-6.5,-5,null,WHOI,Hernandez,??,drogue,WHOI,GLOBALSTAR,null,1352724,nan,,,,,,,,,,,,,,,,,,,,,,
203400673,nan,3937.36,7053.14,nan,nan,-3.5,-6.5,-5,null,WHOI,Hernandez,??,drogue,WHOI,GLOBALSTAR,null,1353283,nan,,,,,,,,,,,,,,,,,,,,,,
206430701,nan,4258.07,7032.94,nan,nan,-0.5,-1.5,1,null,Well_National_Estuarine_Reserve,Goldstein,R/V Endeavor,Irina,Well_National_Estuarine_Reserve,GLOBALSTAR,null,3392719,nan,206430701 decommissioned on 9 Dec 2020 well along in the Gulf Stream,,,,,,,,,,,,,,,,,,,,,
206430702,nan,4258.11,7032.86,nan,nan,-0.5,-1.5,1,null,Well_National_Estuarine_Reserve,Goldstein,R/V Endeavor,Irina,Well_National_Estuarine_Reserve,GLOBALSTAR,null,3345916,nan, 206430702 decommissioned on 8 Aug 2020,,,,,,,,,,,,,,,,,,,,,
206430703,nan,4259.24,7041.24,nan,nan,-0.5,-1.5,1,null,Well_National_Estuarine_Reserve,Goldstein,R/V Endeavor,Irina,Well_National_Estuarine_Reserve,GLOBALSTAR,null,3346197,nan,came ashore 7/5 and recovered by Christina at the end of Ocean Ave in Swampscott,,,,,,,,,,,,,,,,,,,,,
206430704,nan,4259.24,7041.24,nan,nan,-0.5,-1.5,1,null,Well_National_Estuarine_Reserve,Goldstein,R/V Endeavor,Irina,Well_National_Estuarine_Reserve,GLOBALSTAR,null,3350330,nan,went dead east of Cape Code on 22 Sep 2020,,,,,,,,,,,,,,,,,,,,,
206430705,nan,4257.01,7026.01,nan,nan,-0.5,-1.5,1,null,Well_National_Estuarine_Reserve,Goldstein,R/V Endeavor,Irina,Well_National_Estuarine_Reserve,GLOBALSTAR,null,3349395,nan,206430705 decommissioned on 8 Aug  2020,,,,,,,,,,,,,,,,,,,,,
206430706,nan,4258.07,7032.94,nan,nan,-0.5,-1.5,1,null,Well_National_Estuarine_Reserve,Goldstein,R/V Endeavor,Irina,Well_National_Estuarine_Reserve,GLOBALSTAR,null,3348667,nan,"206430706 decommissioned on 17 Dec 2020 after it was apparently failing and, based on the track, may not be in one piece",,,,,,,,,,,,,,,,,,,,,
206430707,nan,4258.12,7036.7,nan,nan,-0.5,-1.5,1,null,Well_National_Estuarine_Reserve,Goldstein,R/V Endeavor,Irina,Well_National_Estuarine_Reserve,GLOBALSTAR,null,3346393,nan,206430707 decommissioned on 3 Nov 2020 over the NE Seamounts,,,,,,,,,,,,,,,,,,,,,
206430708,nan,4257.01,7026.01,nan,nan,-0.5,-1.5,1,null,Well_National_Estuarine_Reserve,Goldstein,R/V Endeavor,Irina,Well_National_Estuarine_Reserve,GLOBALSTAR,null,3350567,nan,206430708 decommissioned on 8 Aug 2020,,,,,,,,,,,,,,,,,,,,,
206430709,nan,4259.25,7041.22,nan,nan,-0.5,-1.5,1,null,Well_National_Estuarine_Reserve,Goldstein,R/V Endeavor,Irina,Well_National_Estuarine_Reserve,GLOBALSTAR,null,3346546,nan,,,,,,,,,,,,,,,,,,,,2064307021 decommissioned on 8 Aug 2020,2064307022 came ashore 6/30 and recovered under dock in Newburyport ,2064307023 decommissioned on 8 Aug 2020
210430702,nan,4256.92,7027.28,nan,nan,999,999,999,null,Wellan Montessori,Annie Radigan,Jeff White,unknown,Wellan Montessori,GLOBALSTAR,null,3391588,nan,210430702 came ashore the next day on York Beach,,,,,,,,,,,,,,,,,,,,,
220280791,nan,3021.7,8117.8,nan,nan,-0.5,-1.5,1,null,Jacksonville Marine Lab,J Stalker,Crowley cargo ship,Irina,Jacksonville Marine Lab,GLOBALSTAR,null,3351589,nan,220280791 classic river plume flow to the south and on the beach within a few days with story in the news,,,,,,,,,,,,,,,,,,,,,
220280792,nan,3021.4,8117.66,nan,nan,-0.5,-1.5,1,null,Jacksonville Marine Lab,J Stalker,Crowley cargo ship,Irina,Jacksonville Marine Lab,GLOBALSTAR,null,3342429,nan,220280792 classic river plume flow to the south and on the beach within a few days with story in the news,,,,,,,,,,,,,,,,,,,,,
220280795,nan,3016.97,8117.25,nan,nan,-0.5,-1.5,1,null,Jacksonville Marine Lab,J Stalker,Crowley cargo ship,Irina,Jacksonville Marine Lab,GLOBALSTAR,null,3351586,nan,220280795 - classic river plume flow to the south and on the beach within a few days with story in the news,,,,,,,,,,,,,,,,,,,,,
220280796,nan,3021.93,8118.01,nan,nan,-0.5,-1.5,1,null,Jacksonville Marine Lab,J Stalker,Crowley cargo ship,Irina,Jacksonville Marine Lab,GLOBALSTAR,null,3350345,nan,220280796 - classic river plume flow to the south and on the beach within a few days with story in the news,,,,,,,,,,,,,,,,,,,,,
220860441,nan,4521.72,8624.74,nan,nan,-0.5,-1.5,1,null,Great Lake Environmental Research Lab,Steve Ruberg,??,Eddie,Great Lake Environmental Research Lab,GLOBALSTAR,null,1350645,nan,220860441 came ashore late November near Point Betsie,,,,,,,,,,,,,,,,,,,,,
222280791,nan,2927.1,7932.06,nan,nan,-0.5,-1.5,1,null,Jacksonville Marine Lab,J Stalker,Crowley Cargo Ship,Irina,Jacksonville Marine Lab,GLOBALSTAR,null,3352167,nan,222280792  short lived,,,,,,,,,,,,,,,,,,,,,
222280792,nan,2927,7933.02,nan,nan,-0.5,-1.5,1,null,Jacksonville Marine Lab,J Stalker,Crowley Cargo Ship,Irina,Jacksonville Marine Lab,GLOBALSTAR,null,3351983,nan,222280792  short lived,,,,,,,,,,,,,,,,,,,,,
222400681,nan,4025.71,6809.11,nan,nan,999,999,999,null,Wellan Montessori,Annie Radigan,F/V Miss Julie,turtle,Wellan Montessori,GLOBALSTAR,null,3391588,nan,222400681 south of the Azores in Nov 2022 and died approaching Portugal mainland,,,,,,,,,,,,,,,,,,,,,
224400691,nan,3640.05,3432.73,nan,nan,999,999,0.2,null,Seton Hall Prep High,David Snyder,F/V Nathaniel Lee,mini,Seton Hall Prep High,GLOBALSTAR,null,4511733,nan,,,,,,,,,,,,,,,,,,,,,,
225501441,nan,5159.85,14033.61,nan,nan,999,999,0.2,null,Seton Hall Prep High,David Snyder,F/V Nathaniel Lee,mini,Seton Hall Prep High,GLOBALSTAR,null,4512473,nan,,,,,,,,,,,,,,,,,,,,,,
228400692,nan,4004.27,6913.46,nan,nan,999,999,0.2,null,Seton Hall Prep High,David Snyder,F/V Nathaniel Lee,mini,Seton Hall Prep High,GLOBALSTAR,null,3362619,nan,228400692  separated by several hundred miles after a few months,,,,,,,,,,,,,,,,,,,,,
233410701,nan,4149.84,7025.03,nan,nan,-0.5,-1.5,1,null,Southern Maine Community College,Brian Tarbox,Captain B,Eddie,Southern Maine Community College,GLOBALSTAR,null,1350310,nan,233430701 as seen being tested by students,,,,,,,,,,,,,,,,,,,,,
1674207013,nan,4229.53,7049.19,nan,nan,-0.5,-1.5,1,null,LEAP,Kathy,???,Irina,LEAP,GLOBALSTAR,null,1368780,nan,,,,,,,,,,,,,,,,,,,,,,
1733807513,nan,3819.65,7505.49,nan,nan,-0.5,-1.5,1,null,UMaryland,Meng,,Irina,UMaryland,GLOBALSTAR,null,1350665,nan,,,,,,,,,,,,,,,,,,,,,,
1733807517,nan,3756.49,7522.34,nan,nan,-0.5,-1.5,1,null,UMaryland,Meng,,Irina,UMaryland,GLOBALSTAR,null,1350672,nan,,,,,,,,,,,,,,,,,,,,,,
1743807510,nan,3819.65,7505.51,nan,nan,0,-0.4,0.2,null,UMaryland,Meng,,Mini,UMaryland,GLOBALSTAR,null,1350604,nan,,,,,,,,,,,,,,,,,,,,,,
1743807512,nan,3819.62,7505.83,nan,nan,0,-0.4,0.2,null,UMaryland,Meng,,Mini,UMaryland,GLOBALSTAR,null,1350766,nan,,,,,,,,,,,,,,,,,,,,,,
1743807514,nan,3819.06,7504.52,nan,nan,0,-0.4,0.2,null,UMaryland,Meng,,Mini,UMaryland,GLOBALSTAR,null,1350768,nan,,,,,,,,,,,,,,,,,,,,,,
1743807515,nan,3819.92,7505.43,nan,nan,0,-0.4,0.2,null,UMaryland,Meng,,Mini,UMaryland,GLOBALSTAR,null,1349124,nan,,,,,,,,,,,,,,,,,,,,,,
1743807516,nan,3819.5,7505.71,nan,nan,0,-0.4,0.2,null,UMaryland,Meng,,Mini,UMaryland,GLOBALSTAR,null,1350767,nan,,,,,,,,,,,,,,,,,,,,,,
1743807520,nan,3812.46,7542.16,nan,nan,0,-0.4,0.2,null,UMaryland,Meng,,Mini,UMaryland,GLOBALSTAR,null,1352503,nan,,,,,,,,,,,,,,,,,,,,,,
1743807523,nan,3819.1,7504.61,nan,nan,0,-0.4,0.2,null,UMaryland,Meng,,Mini,UMaryland,GLOBALSTAR,null,1350771,nan,,,,,,,,,,,,,,,,,,,,,,
1743807524,nan,3812.47,7542.17,nan,nan,0,-0.4,0.2,null,UMaryland,Meng,,Mini,UMaryland,GLOBALSTAR,null,1352491,nan,,,,,,,,,,,,,,,,,,,,,,
1774306710,nan,4512.86,6608.66,nan,nan,0,-1,0.2,null,Univ of New Brunswick,Quinn/Rouchette,???,Pipe,Univ of New Brunswick,GLOBALSTAR,null,3103927,nan,,,,,,,,,,,,,,,,,,,,,,
1774306711,nan,4510.07,6609.52,nan,nan,0,-1,0.2,null,Univ of New Brunswick,Quinn/Rouchette,???,Pipe,Univ of New Brunswick,GLOBALSTAR,null,3106120,nan,,,,,,,,,,,,,,,,,,,,,,
1774306712,nan,4504.36,6630.16,nan,nan,0,-1,0.2,null,Univ of New Brunswick,Quinn/Rouchette,???,Pipe,Univ of New Brunswick,GLOBALSTAR,null,3106829,nan,,,,,,,,,,,,,,,,,,,,,,
1774406910,nan,4404.02,6922.66,nan,nan,0,-0.5,0.25,null,UMAINE_GH,Hillyer,???,Bucket,UMAINE_GH,GLOBALSTAR,null,1356841,nan,,,,,,,,,,,,,,,,,,,,,,
1774406911,nan,4404.03,6922.74,nan,nan,0,-0.5,0.25,null,UMAINE_GH,Hillyer,???,Bucket,UMAINE_GH,GLOBALSTAR,null,1359192,nan,,,,,,,,,,,,,,,,,,,,,,
1774406912,nan,4404.01,6922.62,nan,nan,0,-0.5,0.25,null,UMAINE_GH,Hillyer,???,Bucket,UMAINE_GH,GLOBALSTAR,null,1354109,nan,,,,,,,,,,,,,,,,,,,,,,
1774406913,nan,4404.03,6922.7,nan,nan,0,-0.5,0.25,null,UMAINE_GH,Hillyer,???,Bucket,UMAINE_GH,GLOBALSTAR,null,1356838,nan,,,,,,,,,,,,,,,,,,,,,,
1774406914,nan,4404,6922.64,nan,nan,0,-0.5,0.25,null,UMAINE_GH,Hillyer,,Bucket,UMAINE_GH,GLOBALSTAR,null,1356843,nan,,,,,,,,,,,,,,,,,,,,,,
1774406915,nan,4404.03,6922.75,nan,nan,0,-0.5,0.25,null,UMAINE_GH,Hillyer,,Bucket,UMAINE_GH,GLOBALSTAR,null,1357538,nan,,,,,,,,,,,,,,,,,,,,,,
1904107010,nan,4153.76,7007.93,nan,nan,-0.5,-1.5,1,null,Falmouth_MA_High_URI_WBWS,Page,??,Irina,Falmouth_MA_High_URI_WBWS,GLOBALSTAR,null,1352216,nan,,,,,,,,,,,,,,,,,,,,,,
1904107012,nan,4153.8,7007.72,nan,nan,-997.5,-1000.5,-999,null,URI_WBWS,Page,??,drogue,URI_WBWS,GLOBALSTAR,null,1367212,nan,,,,,,,,,,,,,,,,,,,,,,
1904107013,nan,4153.83,7008.02,nan,nan,-0.5,-1.5,1,null,URI_WBWS,Page,??,Irina,URI_WBWS,GLOBALSTAR,null,1350769,nan,,,,,,,,,,,,,,,,,,,,,,
1904107015,nan,4155.29,7004.39,nan,nan,-997.5,-1000.5,-999,null,URI_WBWS,Page,??,drogue,URI_WBWS,GLOBALSTAR,null,1352814,nan,,,,,,,,,,,,,,,,,,,,,,
1904107016,nan,4153.9,7007.4,nan,nan,-0.5,-1.5,1,null,Falmouth_MA_High_URI_WBWS,Page,??,Irina,Falmouth_MA_High_URI_WBWS,GLOBALSTAR,null,1352216,nan,,,,,,,,,,,,,,,,,,,,,,
1904107018,nan,4145.89,7009.34,nan,nan,-997.5,-1000.5,-999,null,URI_WBWS,Page,??,drogue,URI_WBWS,GLOBALSTAR,null,1367074,nan,,,,,,,,,,,,,,,,,,,,,,
1904107019,nan,4153.12,7008.33,nan,nan,-0.5,-1.5,1,null,GOMI_Bethleham_NH_Elementary_2,Hal,??,Irina,GOMI_Bethleham_NH_Elementary_2,GLOBALSTAR,null,3329687,nan,,,,,,,,,,,,,,,,,,,,,,
2064307010,nan,4258.07,7032.94,nan,nan,-0.5,-1.5,1,null,Well_National_Estuarine_Reserve,Goldstein,R/V Endeavor,Irina,Well_National_Estuarine_Reserve,GLOBALSTAR,null,3349383,nan,2064307010 went dead on Jeffries Ledge on 7/10/2020,,,,,,,,,,,,,,,,,,,,,
2064307011,nan,4257.01,7026.01,nan,nan,-0.5,-1.5,1,null,Well_National_Estuarine_Reserve,Goldstein,R/V Endeavor,Irina,Well_National_Estuarine_Reserve,GLOBALSTAR,null,3345719,nan,2064307011 went dead in warm core ring on 9/25/2020,,,,,,,,,,,,,,,,,,,,,
2064307012,nan,4258.12,7036.7,nan,nan,-0.5,-1.5,1,null,Well_National_Estuarine_Reserve,Goldstein,R/V Endeavor,Irina,Well_National_Estuarine_Reserve,GLOBALSTAR,null,3348232,nan,,,,,,,, may not be in one piece.,206430707 decommissioned on 3 Nov 2020 over the NE Seamounts,206430708 decommissioned on 8 Aug 2020,2064307010 went dead on Jeffries Ledge on 7/10/2020,2064307011 went dead in warm core ring on 9/25/2020,2064307015 decommissioned on 24 Nov 2020 after spinning in a Gulf Stream Ring for a few weeks,22064307017 went dead in Boston shipping lane 7/9/2020,22064307018 went dead near Jefferies Ledge on 9/16/2020,2064307019 came ashore 6/28 and recovered near Rye Harbor,2064307020 came in an out of  Newburyport Harbor on 6/30,eventually came ashore at the Gothwait Reservation near Marblehead, and recovered by their harbor master office ,2064307021 decommissioned on 8 Aug 2020,2064307022 came ashore 6/30 and recovered under dock in Newburyport ,2064307023 decommissioned on 8 Aug 2020
2064307013,nan,4258.07,7032.94,nan,nan,-0.5,-1.5,1,null,Well_National_Estuarine_Reserve,Goldstein,R/V Endeavor,Irina,Well_National_Estuarine_Reserve,GLOBALSTAR,null,3348620,nan,,,,,,,, may not be in one piece.,206430707 decommissioned on 3 Nov 2020 over the NE Seamounts,206430708 decommissioned on 8 Aug 2020,2064307010 went dead on Jeffries Ledge on 7/10/2020,2064307011 went dead in warm core ring on 9/25/2020,2064307015 decommissioned on 24 Nov 2020 after spinning in a Gulf Stream Ring for a few weeks,22064307017 went dead in Boston shipping lane 7/9/2020,22064307018 went dead near Jefferies Ledge on 9/16/2020,2064307019 came ashore 6/28 and recovered near Rye Harbor,2064307020 came in an out of  Newburyport Harbor on 6/30,eventually came ashore at the Gothwait Reservation near Marblehead, and recovered by their harbor master office ,2064307021 decommissioned on 8 Aug 2020,2064307022 came ashore 6/30 and recovered under dock in Newburyport ,2064307023 decommissioned on 8 Aug 2020
2064307014,nan,4258.12,7036.76,nan,nan,-0.5,-1.5,1,null,Well_National_Estuarine_Reserve,Goldstein,R/V Endeavor,Irina,Well_National_Estuarine_Reserve,GLOBALSTAR,null,3352889,nan,,,,,,,, may not be in one piece.,206430707 decommissioned on 3 Nov 2020 over the NE Seamounts,206430708 decommissioned on 8 Aug 2020,2064307010 went dead on Jeffries Ledge on 7/10/2020,2064307011 went dead in warm core ring on 9/25/2020,2064307015 decommissioned on 24 Nov 2020 after spinning in a Gulf Stream Ring for a few weeks,22064307017 went dead in Boston shipping lane 7/9/2020,22064307018 went dead near Jefferies Ledge on 9/16/2020,2064307019 came ashore 6/28 and recovered near Rye Harbor,2064307020 came in an out of  Newburyport Harbor on 6/30,eventually came ashore at the Gothwait Reservation near Marblehead, and recovered by their harbor master office ,2064307021 decommissioned on 8 Aug 2020,2064307022 came ashore 6/30 and recovered under dock in Newburyport ,2064307023 decommissioned on 8 Aug 2020
2064307015,nan,4258.11,7032.85,nan,nan,-0.5,-1.5,1,null,Well_National_Estuarine_Reserve,Goldstein,R/V Endeavor,Irina,Well_National_Estuarine_Reserve,GLOBALSTAR,null,3346533,nan,2064307015 decommissioned on 24 Nov 2020 after spinning in a Gulf Stream Ring for a few weeks,,,,,,,,,,,,,,,,,,,,,
2064307016,nan,4257.01,7026.01,nan,nan,-0.5,-1.5,1,null,Well_National_Estuarine_Reserve,Goldstein,R/V Endeavor,Irina,Well_National_Estuarine_Reserve,GLOBALSTAR,null,3345720,nan,,,,,,,, may not be in one piece.,206430707 decommissioned on 3 Nov 2020 over the NE Seamounts,206430708 decommissioned on 8 Aug 2020,2064307010 went dead on Jeffries Ledge on 7/10/2020,2064307011 went dead in warm core ring on 9/25/2020,2064307015 decommissioned on 24 Nov 2020 after spinning in a Gulf Stream Ring for a few weeks,22064307017 went dead in Boston shipping lane 7/9/2020,22064307018 went dead near Jefferies Ledge on 9/16/2020,2064307019 came ashore 6/28 and recovered near Rye Harbor,2064307020 came in an out of  Newburyport Harbor on 6/30,eventually came ashore at the Gothwait Reservation near Marblehead, and recovered by their harbor master office ,2064307021 decommissioned on 8 Aug 2020,2064307022 came ashore 6/30 and recovered under dock in Newburyport ,2064307023 decommissioned on 8 Aug 2020
2064307017,nan,4258.11,7036.82,nan,nan,-0.5,-1.5,1,null,Well_National_Estuarine_Reserve,Goldstein,R/V Endeavor,Irina,Well_National_Estuarine_Reserve,GLOBALSTAR,null,3348815,nan,22064307017 went dead in Boston shipping lane 7/9/2020,,,,,,,,,,,,,,,,,,,,,
